data.id,example_num,year,gender,race,bel_1,bel_2,bel_3,bel_4,bel_5,bel_6,bel_2_r,bel_4_r,bel_5_r,rating,explanation,social_support,resp_len
7,4,2,1,5,3,1,5,3,1,3,5,3,5,1,Just asking another question,0,28
7,5,2,1,5,3,1,5,3,1,3,5,3,5,4,They could have gave a more clear and general definition. This is more specific to the one example.,0,99
7,6,2,1,5,3,1,5,3,1,3,5,3,5,4,"This is helpful, but would be better for them to answer their own question and then walk through how they got the answer.",0,121
7,7,2,1,5,3,1,5,3,1,3,5,3,5,4,"It provided an example, but would be more helpful for an additional explanation,",0,80
7,8,2,1,5,3,1,5,3,1,3,5,3,5,5,Straight to the point and clearly answers the question.,0,55
7,9,2,1,5,3,1,5,3,1,3,5,3,5,5,Seems to explain concept well.,0,30
7,10,2,1,5,3,1,5,3,1,3,5,3,5,4,"Could be more helpful to have more of an explanation, however this is adequate.",0,79
7,11,2,1,5,3,1,5,3,1,3,5,3,5,4,It is helpful but puts doubt in the reader if the answer is correct since they are also confused on another part of a related problem.,0,134
7,12,2,1,5,3,1,5,3,1,3,5,3,5,4,Definition is clear in beginning but falls short at the end on how to find the z score on the table.,0,100
7,13,2,1,5,3,1,5,3,1,3,5,3,5,4,Example is referenced but would be more helpful for a direct explanation.,0,73
7,14,2,1,5,3,1,5,3,1,3,5,3,5,2,"It is implied that they already watched the lecture and instead of offering straightforward help on a specific question they just refer to the video. Also the ""hints"" are not clear.",0,181
7,15,2,1,5,3,1,5,3,1,3,5,3,5,3,"clear definition, did not fully answer question.",0,48
7,16,2,1,5,3,1,5,3,1,3,5,3,5,1,"Its not helpful, but it is comforting! If they don't know how to answer maybe they should not reply.",1,100
7,17,2,1,5,3,1,5,3,1,3,5,3,5,4,"It is helpful, maybe to make it more clear capitalize variables. to me it looks a bit confusing at first",0,104
7,18,2,1,5,3,1,5,3,1,3,5,3,5,5,"Very helpful, also has an example",0,33
7,19,2,1,5,3,1,5,3,1,3,5,3,5,5,Gave the general equation and  an example.,0,42
7,20,2,1,5,3,1,5,3,1,3,5,3,5,4,"Good explanation, provides every step.",0,38
8,1,1,2,3,4,4,3,3,2,1,2,3,4,5,This was helpful because it was not confusing cut to the chase and gave us what we needed to know.,0,98
8,2,1,2,3,4,4,3,3,2,1,2,3,4,1,"The answer was very dull and did tell me something, but still I would be confused what the instructor is talking about",0,118
8,3,1,2,3,4,4,3,3,2,1,2,3,4,5,I thought it was a great answer was not hard to follow and they even added at the end if I still did not understand message them again!,0,135
8,4,1,2,3,4,4,3,3,2,1,2,3,4,1,If they cant get the answer and are instructing class; how should I know the answer.,0,84
8,5,1,2,3,4,4,3,3,2,1,2,3,4,4,They took their time in response and really told us what what to do and they attached an example,0,96
8,6,1,2,3,4,4,3,3,2,1,2,3,4,5,They gave us a scenario which really helped out and really showed us what to do.,0,80
8,7,1,2,3,4,4,3,3,2,1,2,3,4,1,They did not seem to care and try to help at all.,1,49
8,8,1,2,3,4,4,3,3,2,1,2,3,4,4,They told us how to do it was not confusing at all they provided us with the answer and that is all we needed.,0,110
8,9,1,2,3,4,4,3,3,2,1,2,3,4,5,Their answer wad great really showed they cared and they also showed us their own experience,1,92
8,10,1,2,3,4,4,3,3,2,1,2,3,4,1,Did not seem to care and did not give us a explanation or answer,1,64
8,11,1,2,3,4,4,3,3,2,1,2,3,4,2,"They did not fully tell us everything we needed to know, but tried to help",0,74
8,12,1,2,3,4,4,3,3,2,1,2,3,4,5,Showed they rally cared and gave an awesome answer to the student.,1,66
8,13,1,2,3,4,4,3,3,2,1,2,3,4,2,"Kind of helped, but not really explain to the student instead of making him go back to watch the whole lecture",0,110
8,14,1,2,3,4,4,3,3,2,1,2,3,4,1,They did not take the time to help and sort of blew them off told them to go watch the lecture,0,94
8,15,1,2,3,4,4,3,3,2,1,2,3,4,4,It helped and gave us what we the student was looking for.,0,58
8,16,1,2,3,4,4,3,3,2,1,2,3,4,1,They did not know the answer and did not even try to help.,0,58
8,17,1,2,3,4,4,3,3,2,1,2,3,4,5,"Their explanation was great and showed they took the time to really show us how to do this, great response.",0,107
8,18,1,2,3,4,4,3,3,2,1,2,3,4,1,They told them to go to book instead of trying to help out themselves,0,69
8,19,1,2,3,4,4,3,3,2,1,2,3,4,5,They provided an example which is the best because it really helps us students!,0,79
8,20,1,2,3,4,4,3,3,2,1,2,3,4,5,Gave us steps and the answer was really thought out and really showed they cared in their answer,0,96
9,1,1,1,4,3,1,2,1,1,3,5,5,5,5,easy to read,0,12
9,2,1,1,4,3,1,2,1,1,3,5,5,5,4,straight to the point,0,21
9,3,1,1,4,3,1,2,1,1,3,5,5,5,2,just give the equation,0,22
9,4,1,1,4,3,1,2,1,1,3,5,5,5,1,No one helped,0,13
9,5,1,1,4,3,1,2,1,1,3,5,5,5,5,gets to the point,0,17
9,6,1,1,4,3,1,2,1,1,3,5,5,5,1,just do the equation,0,20
9,7,1,1,4,3,1,2,1,1,3,5,5,5,1,not a direct answer,0,19
9,8,1,1,4,3,1,2,1,1,3,5,5,5,5,straight to the point,0,21
9,9,1,1,4,3,1,2,1,1,3,5,5,5,2,get rid of all the small talk,0,29
9,10,1,1,4,3,1,2,1,1,3,5,5,5,1,even though it directs you to find the answer some people may need direct help,0,78
9,11,1,1,4,3,1,2,1,1,3,5,5,5,1,i would not trust this person,0,29
9,12,1,1,4,3,1,2,1,1,3,5,5,5,3,get rid of the small talk,0,25
9,13,1,1,4,3,1,2,1,1,3,5,5,5,2,gives reassurance that it will be further explained,0,51
9,14,1,1,4,3,1,2,1,1,3,5,5,5,2,gives answer to direct problem,0,30
9,15,1,1,4,3,1,2,1,1,3,5,5,5,4,straight to the point,0,21
9,16,1,1,4,3,1,2,1,1,3,5,5,5,3,I would feel better if I read this,1,34
9,17,1,1,4,3,1,2,1,1,3,5,5,5,2,step by step,0,12
9,18,1,1,4,3,1,2,1,1,3,5,5,5,5,gives answer,0,12
9,19,1,1,4,3,1,2,1,1,3,5,5,5,3,gives equation,0,14
9,20,1,1,4,3,1,2,1,1,3,5,5,5,3,gives all the steps,0,19
10,1,2,1,4,4,1,1,1,1,5,5,5,5,4,This is helpful because it clearly states the answer to the question and is understanding.,0,90
10,2,2,1,4,4,1,1,1,1,5,5,5,5,2,"This is only slightly helpful because the person did not fully explain and used a sharp tone,",1,93
10,3,2,1,4,4,1,1,1,1,5,5,5,5,5,This clearly stated the answer and the person responding was very clear and stated the to reach out for more help.,0,114
10,4,2,1,4,4,1,1,1,1,5,5,5,5,3,Helpful because another person is reaching out for more help and this draws more attention.,0,91
10,5,2,1,4,4,1,1,1,1,5,5,5,5,5,Very helpful the person who asnwered gave clear instructions and it made total sense.,0,85
10,6,2,1,4,4,1,1,1,1,5,5,5,5,3,This was helpful but they did not fully answer the question instead they asked one.,0,83
10,7,2,1,4,4,1,1,1,1,5,5,5,5,3,Helpful because it gave a page number !,0,39
10,8,2,1,4,4,1,1,1,1,5,5,5,5,1,They just listed the equation instead of helping them figure it out.,0,68
10,9,2,1,4,4,1,1,1,1,5,5,5,5,5,They gave extreme help and were very nice and clear about it,1,60
10,10,2,1,4,4,1,1,1,1,5,5,5,5,3,They gave a clear page number to do this so this is helpful.,0,60
10,11,2,1,4,4,1,1,1,1,5,5,5,5,2,"This somehwat helped but they are also confused too, so overall it wasnt much help.",0,83
10,12,2,1,4,4,1,1,1,1,5,5,5,5,5,This was a great response and was overall extremely helpful and helped guide the person asking the question.,0,108
10,13,2,1,4,4,1,1,1,1,5,5,5,5,3,This was helpful but they could of provided more info themselves.,0,65
10,14,2,1,4,4,1,1,1,1,5,5,5,5,5,This response was clear and very helpful with the guided steps.,0,63
10,15,2,1,4,4,1,1,1,1,5,5,5,5,2,This was a good resposne but could of been more detailed.,0,57
10,16,2,1,4,4,1,1,1,1,5,5,5,5,2,They also said they needed help so it wasnt overall the best but this still somewhat helped,0,91
10,17,2,1,4,4,1,1,1,1,5,5,5,5,5,The person fully explained this well and it was clear and thought out,0,69
10,18,2,1,4,4,1,1,1,1,5,5,5,5,3,They explained it but in full in how it should of been.,0,55
10,19,2,1,4,4,1,1,1,1,5,5,5,5,4,This was helpful because it provided clear examples and was correct,0,67
10,20,2,1,4,4,1,1,1,1,5,5,5,5,5,This had the steps listed and was extremely useful.  so this is under very helpful,0,82
11,1,1,1,1,4,1,5,1,1,5,5,5,5,5,We can use the formula and just put the number in it.,0,53
11,2,1,1,1,4,1,5,1,1,5,5,5,5,5,We can know that is a rule to keep.,0,35
11,3,1,1,1,4,1,5,1,1,5,5,5,5,1,Does not showing how to solve outliers.,0,39
11,4,1,1,1,4,1,5,1,1,5,5,5,5,1,Have to show how to solve the SE.,0,33
11,5,1,1,1,4,1,5,1,1,5,5,5,5,3,Can know the meaning of the median.,0,35
11,6,1,1,1,4,1,5,1,1,5,5,5,5,3,Know how to find the expected value.,0,36
11,7,1,1,1,4,1,5,1,1,5,5,5,5,3,It is actually in the textbook.,0,31
11,8,1,1,1,4,1,5,1,1,5,5,5,5,5,It is the equation of the RMSE.,0,31
11,9,1,1,1,4,1,5,1,1,5,5,5,5,5,I don't know what is the chi-squared table is.,0,48
11,10,1,1,1,4,1,5,1,1,5,5,5,5,3,Use textbook as a reference,0,27
11,11,1,1,1,4,1,5,1,1,5,5,5,5,1,Because the questioning people wants to know how to find the Q1 and Q3.,0,71
11,12,1,1,1,4,1,5,1,1,5,5,5,5,5,Shows exactly how to solve for the z- score.,0,44
11,13,1,1,1,4,1,5,1,1,5,5,5,5,3,We can actually review from the video.,0,38
11,14,1,1,1,4,1,5,1,1,5,5,5,5,4,Shows the way how to conduct a a-test.,0,38
11,15,1,1,1,4,1,5,1,1,5,5,5,5,4,Explains what is the cofounders.,0,32
11,16,1,1,1,4,1,5,1,1,5,5,5,5,3,The questioning people can rely on to the people who replied.,0,61
11,17,1,1,1,4,1,5,1,1,5,5,5,5,4,Now we can know how to find the regression line.,0,48
11,18,1,1,1,4,1,5,1,1,5,5,5,5,5,Actually we know about this. There is no other explanation for this.,0,68
11,19,1,1,1,4,1,5,1,1,5,5,5,5,5,Shows the formula of the confidence interval.,0,45
11,20,1,1,1,4,1,5,1,1,5,5,5,5,5,Can know how to solve it based on the equation.,0,47
12,1,2,1,4,3,1,3,1,1,4,5,5,5,3,this is somewhat helpful because if the student understands what those values in the equation mean/ where to find them then this response would explain how to calculate it.  However if the student was more confused as to how that calculation worked or was to be used than this would not be as helpful.,0,301
12,2,2,1,4,3,1,3,1,1,4,5,5,5,5,Explains what the certain value is that you use to base whether or not you reject null. Direct response to their question,0,121
12,3,2,1,4,3,1,3,1,1,4,5,5,5,1,"They did not explain how to find outliers, just another part of how box plots work.",0,83
12,4,2,1,4,3,1,3,1,1,4,5,5,5,2,They agree that they don't know what the issue is or how to do it. So then someone else or the instructor could look if the answer key is wrong or further explain how to do it.,0,176
12,5,2,1,4,3,1,3,1,1,4,5,5,5,5,Clearly explains and provides a chart/ demonstration,0,52
12,6,2,1,4,3,1,3,1,1,4,5,5,5,3,Would be more helpful if they finished the example they gave or did not include that at all as it is kinda distracting.,0,119
12,7,2,1,4,3,1,3,1,1,4,5,5,5,5,gives the person a direct place to look for a clear explanation and to hopefully see how to solve the problems. also reassures them that the problem was hard so they don't feel discouraged,1,188
12,8,2,1,4,3,1,3,1,1,4,5,5,5,4,As long as the person understands how to apply this formula it was very helpful. Maybe to be more helpful add a description of what any values (like r) mean. Other than that this is really good.,0,194
12,9,2,1,4,3,1,3,1,1,4,5,5,5,5,Clear explanation and provides an example to demonstrate what was being said.,0,77
12,10,2,1,4,3,1,3,1,1,4,5,5,5,4,"I think when people provide a clear place to look for an explanation it is super helpful.  However it would be more helpful if they provided a description with this as well, in case the person doesn't have the textbook or needed a further explanation.",0,251
12,11,2,1,4,3,1,3,1,1,4,5,5,5,4,It answers the persons question as to how to find Q1 and Q3 when looking at the boxplot.  However it also adds an additional question of how to find the IQR so now further responses are required.,0,195
12,12,2,1,4,3,1,3,1,1,4,5,5,5,5,explains how to do it and provides an example!,0,46
12,13,2,1,4,3,1,3,1,1,4,5,5,5,4,Not a great explanation but does provide the person with a place to look,0,72
12,14,2,1,4,3,1,3,1,1,4,5,5,5,5,Provides a place to look and then goes into detail on how to do it. Even provides formulas and the direct steps which makes it much more clear on what to do.,0,157
12,15,2,1,4,3,1,3,1,1,4,5,5,5,3,Only answers the first question and not the second one.,0,55
12,16,2,1,4,3,1,3,1,1,4,5,5,5,3,"reassures them that it is difficult, but doesn't explain how to do it or solve the problem. But does draw attention to that type of problem so the instructor could notice it and work on it more.",1,194
12,17,2,1,4,3,1,3,1,1,4,5,5,5,5,"Clear explanation and provides formulas along with the steps to take to solve it. Could maybe provide an example of something to look at solving something similar to be even more helpful, but I don't think it's necessary for this.",0,230
12,18,2,1,4,3,1,3,1,1,4,5,5,5,5,Tells them what to do and what the rule is. In addition to providing somewhere to look for further information.,0,111
12,19,2,1,4,3,1,3,1,1,4,5,5,5,4,It provides the equations and an example but the format of them is very confusing. Adding in a place to look in the textbook or lectures for more information would be really helpful for this.,0,191
12,20,2,1,4,3,1,3,1,1,4,5,5,5,4,"Gives the information and step by step process for solving it. If it wanted to be even more helpful they could add the visual they referred to that would make it more clear, but other than that it is a good explanation.",0,219
13,1,1,2,4,3,1,2,1,1,4,5,5,5,4,It gives the direct equation for Z.,0,35
13,2,1,2,4,3,1,2,1,1,4,5,5,5,4,Gives direct advice.,0,20
13,3,1,2,4,3,1,2,1,1,4,5,5,5,4,Gives a very clear explanation.,0,31
13,4,1,2,4,3,1,2,1,1,4,5,5,5,1,Does not answer the question.,0,29
13,5,1,2,4,3,1,2,1,1,4,5,5,5,4,Gives statistics that back up the question.,0,43
13,6,1,2,4,3,1,2,1,1,4,5,5,5,4,gives direction with an example. This is helpful.,0,49
13,7,1,2,4,3,1,2,1,1,4,5,5,5,2,Gives a slight direction example to the student.,0,48
13,8,1,2,4,3,1,2,1,1,4,5,5,5,3,"Gives the general equation, but no example.",0,43
13,9,1,2,4,3,1,2,1,1,4,5,5,5,5,Gives example and very clear explanation.,0,41
13,10,1,2,4,3,1,2,1,1,4,5,5,5,2,"Gives vague answer, but this page could help the student.",0,57
13,11,1,2,4,3,1,2,1,1,4,5,5,5,4,Answers part of the question. This is the best the student could do.,0,68
13,12,1,2,4,3,1,2,1,1,4,5,5,5,4,Gives advice and a lot of detail.,0,33
13,13,1,2,4,3,1,2,1,1,4,5,5,5,2,"says what degrees of freedom is, but does not really answer the ""how"" part of the question.",0,91
13,14,1,2,4,3,1,2,1,1,4,5,5,5,4,Gives direct steps how to get help.,0,35
13,15,1,2,4,3,1,2,1,1,4,5,5,5,5,Direct answer.,0,14
13,16,1,2,4,3,1,2,1,1,4,5,5,5,4,gives moral support.,1,20
13,17,1,2,4,3,1,2,1,1,4,5,5,5,4,Gives direct steps on how to solve the question the student is asking.,0,70
13,18,1,2,4,3,1,2,1,1,4,5,5,5,5,Gives the right answer. Plain and simple.,0,41
13,19,1,2,4,3,1,2,1,1,4,5,5,5,1,Doesn't talk about where to start.,0,34
13,20,1,2,4,3,1,2,1,1,4,5,5,5,5,Gives direct steps and details for how to find what the student is looking for.,0,79
14,1,2,1,4,5,1,3,1,1,4,5,5,5,1,"I am sure the student has already seen the formula and they might be confused as to what/how to plug different values into the formula, so there could have been a bit more help present.",0,185
14,2,2,1,4,5,1,3,1,1,4,5,5,5,2,"They could have gone more in depth as to why although they did answer the question. Maybe address why the student thought what the answer was is wrong, and why the actual rule is right.",0,185
14,3,2,1,4,5,1,3,1,1,4,5,5,5,2,"I think there is a formula that is used for box plots, and although the person is right I think they could have given them the formula (something like Q1/Q3 +/- 1.5*IQR).",0,170
14,4,2,1,4,5,1,3,1,1,4,5,5,5,2,"I don't think it was helpful in the sense of giving an answer, but it could have let the student know that there were others who were struggling and he is not alone.",1,165
14,5,2,1,4,5,1,3,1,1,4,5,5,5,5,"I love that they attached an image to actually show an example, and I feel as if they answered the question helpfully and concisely.",0,132
14,6,2,1,4,5,1,3,1,1,4,5,5,5,3,"It is nice that they gave the formula in words, but they could have given an answer to their problem they asked at the end instead of just leaving it like that. If I was the one asking the question I would have wanted an answer to act as a self check, but now I would be left with more questions than I started with.",0,316
14,7,2,1,4,5,1,3,1,1,4,5,5,5,2,"This was slightly helpful because although the response did not offer an explanation, they gave an empirical direction and place in the textbook to look to find more help. They also indicated they struggled as well so the student knows they aren't alone.",1,254
